#FAMILIES
leafFamily	familyPath
Scottish Gaelic	Gàidhlig		Scotland; Cape Breton Island, Nova Scotia	Scottish Gaels	69, 701 L1 and L2 speakers in Scotland	gd	gla	gla	scot1245	Scottish Gaelic	https://en.wikipedia.org/wiki/Scottish_Gaelic	United Kingdom;;Canada		Goidelic
Senufo			northern Ivory Coast, southern Mali, southwestern Burkina Faso, western Ghana						senu1239	Senufo languages	https://en.wikipedia.org/wiki/Senufo_languages			Atlantic–Congo
Serbian			Southeastern Europe	Serbs	8.233186 million	sr	srp	srp	serb1264	Serbian language	https://en.wikipedia.org/wiki/Serbian_language	Serbia;;Bosnia;;Herzegovina;;Montenegro;;Kosovo;;Croatia		Serbo-Croatian
Serer	Seereer سࣹيرࣹيرْ‎	Arabic, Latin		Serer	1.870300 million		srr	srr	sere1260	Serer language	https://en.wikipedia.org/wiki/Serer_language	Senegal;;Gambia;;Mauritania	Arabic;;Latin	Senegambian
Sesotho	Sesotho	Latin (Sesotho alphabet), Sotho Braille, Ditema tsa Dinoko		Basotho	5.6 million	st	sot	sot	sout2807	Sotho language	https://en.wikipedia.org/wiki/Sotho_language		Latin (Sesotho alphabet);;Sotho Braille;;Ditema tsa Dinoko	Sotho–Tswana
Seychellois Creole	kreol, seselwa	Latin		Seychellois Creoles	127, 000 (2025)			crs	sese1246	Seychellois Creole	https://en.wikipedia.org/wiki/Seychellois_Creole	Seychelles	Latin	Bourbonnais Creole
Shan	ၵႂၢမ်းတႆး (kwáam tái), လိၵ်ႈတႆး (līk tái)	Mon–Burmese (Shan alphabet)	Shan State	Shan, Dai, Kula	4.685000 million		shn	shn	shan1277	Shan language	https://en.wikipedia.org/wiki/Shan_language	Myanmar	Mon–Burmese (Shan alphabet)	Northwestern (Shan)
Shangani	Xitsonga	Latin (Tsonga alphabet), Tsonga Braille		VaTsonga	3.7million	ts	tso	tso	tson1249	Tsonga language	https://en.wikipedia.org/wiki/Tsonga_language		Latin (Tsonga alphabet);;Tsonga Braille	Tswa–Ronga
Shehri	Śḥɛrɛ̄t, Gəblɛ̄t		Dhofar		84, 900			shv	sheh1240	Shehri language	https://en.wikipedia.org/wiki/Shehri_language	Oman		Southeast Semitic
Shona	chiShona	Latin script (Shona alphabet), Shona Braille, Ditema tsa Dinoko	Southern Africa	Shona	L1: 9.617410 million	sn	sna		core1255	Shona language	https://en.wikipedia.org/wiki/Shona_language		Latin script (Shona alphabet);;Shona Braille;;Ditema tsa Dinoko	Shona languages (S.10)
Shuar										Shuar	https://en.wikipedia.org/wiki/Shuar			
Sidamo	Sidaamu Afoo	Latin	Sidama region	5.060000 million Sidama (2022)	4.940000 million		sid	sid	sida1246	Sidama language	https://en.wikipedia.org/wiki/Sidama_language	Ethiopia	Latin	Highland East
Sindhi			Sindh and parts of Balochistan, Kutch and Barmer		37 million	sd	snd	snd	sind1272	Sindhi language	https://en.wikipedia.org/wiki/Sindhi_language			Sindhic
Sinhala	සිංහල භාෂාව, ISO|Singhala Başāwa, also Sinhala Basawa			Sinhalese	L1: 18.211690 million	si	sin	sin	sinh1246	Sinhala language	https://en.wikipedia.org/wiki/Sinhala_language	Sri Lanka		Sinhalese–Maldivian
Sinte Romani	Romanes, Sinto, Sintitikes	Latin		Sinti	210, 390			rmo	sint1235	Sinte Romani	https://en.wikipedia.org/wiki/Sinte_Romani	Albania;;Austria;;Bulgaria;;Croatia;;Czech Republic;;France;;Germany;;Italy;;Netherlands;;Portugal;;Romania;;Serbia;;Slovenia;;Spain;;Switzerland;;Turkey	Latin	Northwestern Romani
Sirionó	Mbia cheë		Beni Department, Santa Cruz Department	Sirionó people, Yuqui people	330				siri1279	Sirionó language	https://en.wikipedia.org/wiki/Sirionó_language	Bolivia		Guarayu
Slovak		Latin (Slovak alphabet), Slovak Braille, Cyrillic (Pannonian Rusyn alphabet)		Slovaks, Pannonian Rusyns	L1: 5.388870 million	sk		slk	slov1269	Slovak language	https://en.wikipedia.org/wiki/Slovak_language	Slovakia;;Czech Republic;;Hungary;;Carpathian Ruthenia;;Slavonia;;Vojvodina	Latin (Slovak alphabet);;Slovak Braille;;Cyrillic (Pannonian Rusyn alphabet)	Czech–Slovak
Slovene	slovenščina, slovenski jezik		| ethnicity = Slovenes		2.5 million	sl	slv	slv	slov1268	Slovene language	https://en.wikipedia.org/wiki/Slovene_language			| dia1 = Prekmurje
Somali	Af Soomaali, Soomaali, 𐒖𐒍 𐒈𐒝𐒑𐒛𐒐𐒘, 𐒈𐒝𐒑𐒛𐒐𐒘, اف صومالِ, صومالِ	Somali Latin alphabet (Latin script; official), Wadaad's writing (Arabic script, occasional), Osmanya script (occasional)	Horn of Africa	Somalis	23.774850 million	so	som	som	soma1255	Somali language	https://en.wikipedia.org/wiki/Somali_language		Somali Latin alphabet (Latin script;;official);;Wadaad's writing (Arabic script;;occasional);;Osmanya script (occasional)	Somali languages
Songhay			Niger River valley, (Mali, Niger, Algeria, Benin, Burkina Faso, Nigeria); scattered oases (Niger, Mali, Algeria)	Songhai			son		song1307	Songhay languages	https://en.wikipedia.org/wiki/Songhay_languages			
Soninke	Sooninkanxanne سࣷونِکَنْخَنّࣹ	Latin, Arabic (Ajami), N'ti script	West Africa	Soninke	2.280700 million		snk	snk	soni1259	Soninke language	https://en.wikipedia.org/wiki/Soninke_language	Mali;;Senegal;;Ivory Coast;;Gambia;;Mauritania;;Guinea-Bissau;;Guinea;;Ghana;;Burkina Faso	Latin;;Arabic (Ajami);;N'ti script	Soninke–Bozo
Sonsorolese	Ramari Dongosaro	Latin script	Palau: originally Sonsorol state (all three inhabited islands Sonsorol, Pulo Ana and Merir)		360			sov	sons1242	Sonsorolese	https://en.wikipedia.org/wiki/Sonsorolese	Palau	Latin script	Chuukic
Soqotri		Ad hoc use of the Arabic script	Socotra Archipelago, Yemen	Soqotri	111, 000			sqt	soqo1240	Soqotri language	https://en.wikipedia.org/wiki/Soqotri_language		Ad hoc use of the Arabic script	Southeast Semitic
Sotho	Sesotho	Latin (Sesotho alphabet), Sotho Braille, Ditema tsa Dinoko		Basotho	5.6 million	st	sot	sot	sout2807	Sotho language	https://en.wikipedia.org/wiki/Sotho_language		Latin (Sesotho alphabet);;Sotho Braille;;Ditema tsa Dinoko	Sotho–Tswana
South Slavey	North: , Sahtúgot’įné Yatı̨́, K’ashógot’įne Goxedǝ́, Shíhgot’įne Yatı̨́, South: , Dené Dháh, Dene Yatıé, Dene Zhatıé		Northwest Territories	Slavey, Sahtu	2, 215		den	den	slav1253	Slavey language	https://en.wikipedia.org/wiki/Slavey_language	Denendeh;;Canada		Northern Athabaskan
Southern Ndebele	isiNdebele seSewula	Latin (Ndebele alphabet), Ndebele Braille	Mpumalanga, Limpopo, Gauteng, North West	amaNdebele	1.1 million	nr	nbl	nbl	sout2808	Southern Ndebele language	https://en.wikipedia.org/wiki/Southern_Ndebele_language	South Africa	Latin (Ndebele alphabet);;Ndebele Braille	Zunda
Southern Sámi	åarjelsaemien gïele, saemien gïele	Latin	Norway, Sweden		600		sma	sma	sout2674	Southern Sámi	https://en.wikipedia.org/wiki/Southern_Sámi		Latin	Southwestern
Southern Thai										Southern Thailand	https://en.wikipedia.org/wiki/Southern_Thailand			
Spanish		Latin script (Spanish alphabet), Spanish Braille			L1: 519.115 million	es	spa	spa	stan1288	Spanish language	https://en.wikipedia.org/wiki/Spanish_language	Spain;;Hispanic America;;Equatorial Guinea	Latin script (Spanish alphabet);;Spanish Braille	Castilian
Sranan Tongo	Sranantongo	Latin			L1: 519, 600		srn	srn	sran1240	Sranan Tongo	https://en.wikipedia.org/wiki/Sranan_Tongo	Suriname	Latin	Suriname
Standard Chinese	現代標準漢語; 现代标准汉语				L1 and L2: 80% of China				none	Standard Chinese	https://en.wikipedia.org/wiki/Standard_Chinese	China;;Taiwan;;Singapore		Beijingese
Sumo										Sumo	https://en.wikipedia.org/wiki/Sumo			
Sundanese	Basa Sunda,  بَاسَا سُوْندَا		Western part of Java and surrounding areas	*Sundanese, *Benteng Chinese *Cirebonese	32.400000 million		sun		sund1252	Sundanese language	https://en.wikipedia.org/wiki/Sundanese_language	Indonesia		Malayo-Sumbawan
Susu	Sosoxui	Latin script, Arabic script, Koré Sèbèli	Coastal Guinea	Susu people	2.43 million		sus	sus	susu1250	Susu language	https://en.wikipedia.org/wiki/Susu_language	Guinea;;Sierra Leone;;Guinea Bissau	Latin script;;Arabic script;;Koré Sèbèli	Soso–Yalunka
Swahili	Kiswahili, Lugha ya Kiswahili, كِسوَحِلِ	* Latin script ([[#Orthography|Swahili alphabet]]) * Arabic script (Swahili Ajami) * Mandombe script * Swahili Braille		| history =	L1: 5.265080 million (2019–2023), L2: 92.393400 million	sw	swa	swa	swah1254	Swahili	https://en.wikipedia.org/wiki/Swahili	Tanzania;;Kenya;;Mozambique;;the eastern part of the Democratic Republic of the Congo;;the Bajuni Islands;;Brava;;southern Somalia	* Latin script ([[#Orthography|Swahili alphabet]]) * Arabic script (Swahili Ajami) * Mandombe script * Swahili Braille	Sabaki
Swazi	siSwati	Latin (Swazi alphabet), Swazi Braille, Ditema tsa Dinoko		Swazi people	L1: 2.314500 million	ss	ssw	ssw	swat1243	Swazi language	https://en.wikipedia.org/wiki/Swazi_language		Latin (Swazi alphabet);;Swazi Braille;;Ditema tsa Dinoko	Tekela
Swedish		Latin (Swedish alphabet), Swedish Braille	| ethnicity = Swedes, Finland-Swedes		Native: 9.924200 million	sv	swe	swe	swed1254	Swedish language	https://en.wikipedia.org/wiki/Swedish_language	Sweden;;Finland;;formerly Estonia	Latin (Swedish alphabet);;Swedish Braille	East Scandinavian
Swiss German	Schwiizerdütsch		|speakers= million in Switzerland				gsw	gsw	swis1247	Swiss German	https://en.wikipedia.org/wiki/Swiss_German	Switzerland (as German);;Liechtenstein;;Vorarlberg (Austria);;Piedmont & Aosta Valley (Italy)		Alemannic
Sylheti		Sylheti Nagri script, Bengali–Assamese script, Latin script	*Sylhet Division (Bangladesh) *Barak Valley and Hojai (Assam, India) *North Tripura and Unakoti (Tripura, India)	Sylhetis				syl	sylh1242	Sylheti language	https://en.wikipedia.org/wiki/Sylheti_language	Bangladesh;;India	Sylheti Nagri script;;Bengali–Assamese script;;Latin script	Bengali–Assamese
Tacana	| states = Bolivia		La Paz Department	7, 350 (2012)	1, 150			tna	taca1256	Tacana language	https://en.wikipedia.org/wiki/Tacana_language			Tacana Proper
Tagalog			Katagalugan; Metro Manila (as Filipino), parts of Central Luzon, most of Calabarzon, parts of Mimaropa, northwestern Bicol Region, and Ilocos Region (southeast Pangasinan)	Tagalog	L1: 32.768940 million		tgl	tgl	taga1280	Tagalog language	https://en.wikipedia.org/wiki/Tagalog_language	Philippines		Kasiguranin–Tagalog
Taiwan Sign Language	台灣手語							tss	taiw1241	Taiwan Sign Language	https://en.wikipedia.org/wiki/Taiwan_Sign_Language	Taiwan		Japanese Sign
Taiwanese Hakka	臺灣客家語 / 臺灣客話, toiˇ vanˇ hagˋ gaˊ ngiˊ / toiˇ vanˇ hagˋ fa, thòi-vàn hak-kâ-ngî / thòi-vàn hak-fa		Taoyuan, Miaoli, Hsinchu, Pingtung, Kaohsiung, Taichung, Nantou, Changhua, Yunlin, Yilan, Hualien and Taitung	Hakka Taiwanese	L1: 327, 000				none	Taiwanese Hakka	https://en.wikipedia.org/wiki/Taiwanese_Hakka	Taiwan		Yue-Tai & Hailu
Taiwanese Hokkien	臺語, / /	Chinese characters (Traditional),  Latin (Tâi-lô, Pe̍h-ōe-jī),  Kana,  Bopomofo (Taiwanese Phonetic Symbols),  Hangul	| ethnicity = Hoklo Taiwanese		L1: 6.910000 million				taib1242	Taiwanese Hokkien	https://en.wikipedia.org/wiki/Taiwanese_Hokkien	Taiwan	Chinese characters (Traditional);;Latin (Tâi-lô;;Pe̍h-ōe-jī);;Kana;;Bopomofo (Taiwanese Phonetic Symbols);;Hangul	Hokkien
Taiwanese Mandarin		Traditional Chinese characters			L1: 14.400000 million				taib1240	Taiwanese Mandarin	https://en.wikipedia.org/wiki/Taiwanese_Mandarin	Taiwan	Traditional Chinese characters	Standard Mandarin
Tajik	Тоҷикӣ Tojikī تاجيکى, форсии тоҷикӣ Forsii Tojikī فارسى تاجيکى		Central Asia	Tajiks	10.539520 million	tg	tgk	tgk	taji1250	Tajik language	https://en.wikipedia.org/wiki/Tajik_language	Tajikistan;;Uzbekistan		Persian
Talian	taliàn	Latin alphabet	Serra Gaúcha	Venetian Brazilians	500, 000				tali1266	Talian dialect	https://en.wikipedia.org/wiki/Talian_dialect	Brazil;;(co-official language in several municipalities)	Latin alphabet	Venetian
Tamasheq	Tafaghist	* Latin * Tifinagh * Arabic (Innislamen)	Sahara	Tuareg	900, 000			taq	tama1365	Tamasheq language	https://en.wikipedia.org/wiki/Tamasheq_language	Mali;;Burkina Faso	* Latin * Tifinagh * Arabic (Innislamen)	Southern
Tamazight			North Africa and Berber diaspora	Berbers			ber		berb1260	Berber languages	https://en.wikipedia.org/wiki/Berber_languages			
Tamil				*Tamils *Sri Lankan Moors	L1: 78.721340 million	ta	tam		tami1289	Tamil language	https://en.wikipedia.org/wiki/Tamil_language			Tamil–Paliyan
Tapieté	Chawuncu			Ava Guaraní	51, 340				chir1295	Eastern Bolivian Guaraní language	https://en.wikipedia.org/wiki/Eastern_Bolivian_Guaraní_language	Bolivia;;Argentina;;Paraguay		Guaraní
Tatar	татарча • tatarça • تاتارچا	Tatar alphabets (Cyrillic, Latin, formerly Arabic)	Volga-Ural region	Volga Tatars, Qaratays	L1: 4.029430 million	tt	tat	tat	tata1255	Tatar language	https://en.wikipedia.org/wiki/Tatar_language		Tatar alphabets (Cyrillic;;Latin;;formerly Arabic)	Kipchak–Bulgar
Tati	Tâti,	Persian alphabet	| ethnicity = Tats		405, 000 Takestani speakers (2021), 35, 800 Harzandi speakers				tati1244	Tati language (Iran)	https://en.wikipedia.org/wiki/Tati_language_(Iran)	Iran	Persian alphabet	Tatic
Tausug	Bahasa Sūg,	Latin (Filipino alphabet), Arabic (Jawi alphabet), Historically Luntar Sūg	— Spoken throughout the Sulu Archipelago (Basilan and Tawi-Tawi), southern Palawan, eastern Sabah and northern portion of North Kalimantan, — Also spoken in Zamboanga City and Zamboanga Peninsula	Tausūg	1.925261 million			tsg	taus1251	Tausug language	https://en.wikipedia.org/wiki/Tausug_language	Philippines;;Malaysia;;Indonesia	Latin (Filipino alphabet);;Arabic (Jawi alphabet);;Historically Luntar Sūg	Butuan–Tausug
Tay	Tiểng Tày, Thổ	Latin (modified Vietnamese alphabet), Chữ Nôm Tày (archaic)		Tày	1.63 million			tyz	tayy1238	Tày language	https://en.wikipedia.org/wiki/Tày_language	Vietnam	Latin (modified Vietnamese alphabet);;Chữ Nôm Tày (archaic)	Central Tai
Telugu	Telugu		*Andhra Pradesh *Telangana *Puducherry	Telugus	L1: 82.966790 million	te	tel	tel	telu1262	Telugu language	https://en.wikipedia.org/wiki/Telugu_language	India		| ancestor = Old Telugu
Tetum	Tetun			Tetun	463, 500, mostly in Indonesia		tet	tet	tetu1245	Tetun language	https://en.wikipedia.org/wiki/Tetun_language	Indonesia;;Timor-Leste		Tetunic
Thai				Central Thai, Thai Chinese, Mon, Lao Wiang, Phuan	L1: 27.177030 million	th	tha	tha	thai1261	Thai language	https://en.wikipedia.org/wiki/Thai_language			Chiang Saen
Tibetan			China (Tibet Autonomous Region, Qinghai, Sichuan, Gansu, Yunnan); India (Ladakh, Sikkim, Uttarakhand, Himachal Pradesh, Arunachal Pradesh, Assam); Pakistan (Gilgit-Baltistan); Nepal; Bhutan; Myanmar (Kachin State)	Tibetan people and other Tibetic-speaking peoples	6 million				oldm1245	Tibetic languages	https://en.wikipedia.org/wiki/Tibetic_languages			Bodish
Tigrinya	ትግርኛ (Təgrəñña)	Geʽez script (Tigrinya abugida)		Tigrayans, Tigrinya	9.940190 million	ti	tir	tir	tigr1271	Tigrinya language	https://en.wikipedia.org/wiki/Tigrinya_language	Eritrea;;Ethiopia	Geʽez script (Tigrinya abugida)	North
Tobian	Ramarih Hatohobei	Latin script	Hatohobei, Koror, Sonsorol		150			tox	tobi1238	Tobian language	https://en.wikipedia.org/wiki/Tobian_language	Palau	Latin script	Chuukic
Tok Pisin	Tok Pisin	Latin script (Tok Pisin alphabet), Pidgin Braille			125, 740		tpi	tpi	tokp1240	Tok Pisin	https://en.wikipedia.org/wiki/Tok_Pisin	Papua New Guinea	Latin script (Tok Pisin alphabet);;Pidgin Braille	Melanesian Pidgin
Tokelauan	gagana Tokelau			Tokelauans	1, 160 in Tokelau		tkl	tkl	toke1240	Tokelauan language	https://en.wikipedia.org/wiki/Tokelauan_language	Tokelau;;New Zealand		Samoan–Tokelauan?
Tonga	isiTonga	Latin (Tonga alphabet), Tonga Braille		Tonga, Kafwe Twa	1.463 million			toi	tong1318	Tonga language (Zambia and Zimbabwe)	https://en.wikipedia.org/wiki/Tonga_language_(Zambia_and_Zimbabwe)	Zambia;;Zimbabwe	Latin (Tonga alphabet);;Tonga Braille	Botatwe
Tongan	lea faka-Tonga	Latin-based		Tongans	187, 000, *96, 300 in Tonga	to	ton	ton	tong1325	Tongan language	https://en.wikipedia.org/wiki/Tongan_language	Tonga;;significant immigrant community in New Zealand;;the United States	Latin-based	Tongic
Toromona	| states = Bolivia		| speakers = 200	200 Toromona (2000)				tno	toro1255	Toromona language	https://en.wikipedia.org/wiki/Toromona_language			Tacana Proper
Trinidadian Creole			Trinidad		1, 000, 000			trf	trin1276	Trinidadian Creole	https://en.wikipedia.org/wiki/Trinidadian_Creole	Trinidad;;Tobago		Southern
Tripuri		*Koloma (original) *Bengali–Assamese script *Latin script *Kokmari script (Unofficial)	*Northeast India **Tripura **Assam **Mizoram *Myanmar *Bangladesh **Chittagong Division ***Chittagong Hill Tracts ***Chandpur District ***Feni District ***Noakhali District ***Comilla District **Sylhet Division ***Sylhet District **Dhaka Division ***Rajbari District	Tripuri	1, 267, 872				tipp1238	Kokborok	https://en.wikipedia.org/wiki/Kokborok		*Koloma (original) *Bengali–Assamese script *Latin script *Kokmari script (Unofficial)	Boro–Garo
Tshiluba	Kit e Tela (Kitetela)	Latin script, Mandombe script	Kasai * Kasai-Occidental * Kasai-Oriental	Baluba-Kasai (Bena-kasai)	15.060000 million		lua	lua	luba1249	Luba-Kasai language	https://en.wikipedia.org/wiki/Luba-Kasai_language	Angola;;Democratic Republic of the Congo	Latin script;;Mandombe script	Luba languages
Tsonga	Xitsonga	Latin (Tsonga alphabet), Tsonga Braille		VaTsonga	3.7million	ts	tso	tso	tson1249	Tsonga language	https://en.wikipedia.org/wiki/Tsonga_language		Latin (Tsonga alphabet);;Tsonga Braille	Tswa–Ronga
Tswana	Setswana	Latin (Tswana alphabet), Tswana Braille, Ditema tsa Dinoko	| ethnicity = Batswana		4.07 million in South Africa (2011), 1.07 million in Botswana	tn	tsn	tsn	tswa1253	Tswana language	https://en.wikipedia.org/wiki/Tswana_language		Latin (Tswana alphabet);;Tswana Braille;;Ditema tsa Dinoko	Sotho–Tswana
Tucano				Tucano people	4, 600 in Brazil			tuo	tuca1252	Tucano language	https://en.wikipedia.org/wiki/Tucano_language	Brazil;;Colombia		North
Turkish	Türkçe (noun, adverb), Türk dili (noun)	Latin (Turkish alphabet), Turkish Braille		Turks	L1: 85.186380 million	tr	tur	tur	nucl1301	Turkish language	https://en.wikipedia.org/wiki/Turkish_language		Latin (Turkish alphabet);;Turkish Braille	Western
Turkmen	türkmençe, türkmen dili,  түркменче, түркмен дили,	Latin (Turkmen alphabet, official in Turkmenistan), Perso-Arabic, Cyrillic, Turkmen Braille		Turkmens	L1: 6.797920 million		tuk	tuk	turk1304	Turkmen language	https://en.wikipedia.org/wiki/Turkmen_language	Turkmenistan;;Russia;;Iran;;Uzbekistan;;Afghanistan;;Tajikistan	Latin (Turkmen alphabet;;official in Turkmenistan);;Perso-Arabic;;Cyrillic;;Turkmen Braille	Eastern
Turkmeni	türkmençe, türkmen dili,  түркменче, түркмен дили,	Latin (Turkmen alphabet, official in Turkmenistan), Perso-Arabic, Cyrillic, Turkmen Braille		Turkmens	L1: 6.797920 million		tuk	tuk	turk1304	Turkmen language	https://en.wikipedia.org/wiki/Turkmen_language	Turkmenistan;;Russia;;Iran;;Uzbekistan;;Afghanistan;;Tajikistan	Latin (Turkmen alphabet;;official in Turkmenistan);;Perso-Arabic;;Cyrillic;;Turkmen Braille	Eastern
Tuvaluan	Te Ggana Tuuvalu	Latin script	Fiji, Kiribati, Nauru, New Zealand		10, 600 in Tuvalu		tvl	tvl	tuva1244	Tuvaluan language	https://en.wikipedia.org/wiki/Tuvaluan_language	Tuvalu	Latin script	Ellicean
Tłı̨chǫ										Tłı̨chǫ	https://en.wikipedia.org/wiki/Tłı̨chǫ			
Ukrainian	українська мова		Eastern Europe	Ukrainians	L1: 32.124580 million	uk	ukr	ukr	ukra1253	Ukrainian language	https://en.wikipedia.org/wiki/Ukrainian_language	Ukraine		East Slavic
Ulster-Scots	Ulstèr-Scotch, Ullans, (Braid) Scots, Scotch		Ulster	Ulster Scots	?				ulst1239	Ulster Scots dialect	https://en.wikipedia.org/wiki/Ulster_Scots_dialect	Ireland		Scots
Umbundu	Úmbúndú			Ovimbundu	6, 980, 000		umb	umb	umbu1257	Umbundu	https://en.wikipedia.org/wiki/Umbundu	Angola		Bantu (Zone R)
Upper Sorbian	hornjoserbšćina, hornjoserbsce	Latin (Sorbian alphabet)	Saxony	Sorbs	13490		hsb	hsb	uppe1395	Upper Sorbian language	https://en.wikipedia.org/wiki/Upper_Sorbian_language	Germany	Latin (Sorbian alphabet)	Sorbian
Urdu			*Pakistan (lingua franca) *Hindi–Urdu Belt and Deccan (India) *Terai (Nepal) *Old Dhaka (Bangladesh) *See geographical distribution of Urdu speakers for more	| speakers = L1: 77.681140 million		ur	urd	urd		Urdu	https://en.wikipedia.org/wiki/Urdu	South Asia		Hindustani
Uru-Chipaya			Lakes Titicaca and Poopo, Bolivia	Uru					uruc1242	Uru–Chipaya languages	https://en.wikipedia.org/wiki/Uru–Chipaya_languages			
Uruguayan Sign Language	Lengua de señas uruguaya				7, 000			ugy	urug1238	Uruguayan Sign Language	https://en.wikipedia.org/wiki/Uruguayan_Sign_Language	Uruguay		
Uyghur		Perso-Arabic (Uyghur alphabet), Cyrillic (Uyghur Cyrillic), Latin (Uyghur Latin, New Script)			8–13 million	ug	uig	uig	uigh1240	Uyghur language	https://en.wikipedia.org/wiki/Uyghur_language	China;;Kazakhstan;;Kyrgyzstan;;Tajikistan	Perso-Arabic (Uyghur alphabet);;Cyrillic (Uyghur Cyrillic);;Latin (Uyghur Latin;;New Script)	Eastern Karluk
Uzbek	oʻzbekcha, oʻzbek tili|,  ўзбекча, ўзбек тили,  اۉزبېکچه، اۉزبېک تیلی		Central Asia	Uzbeks	33.881260 million (incl. both Northern Uzbek & Southern Uzbek	uz	uzb	uzb	uzbe1247	Uzbek language	https://en.wikipedia.org/wiki/Uzbek_language	Uzbekistan;;Afghanistan;;Pakistan;;Russia;;Tajikistan;;Kazakhstan;;Kyrgyzstan;;Turkmenistan;;Mongolia;;China		Karluk
Venda	Tshivenḓa	Latin (Venda alphabet), Venda Braille, Ditema tsa Dinoko	Limpopo	Venda, Lemba	1.29 million	ve	ven	ven	vend1245	Venda language	https://en.wikipedia.org/wiki/Venda_language		Latin (Venda alphabet);;Venda Braille;;Ditema tsa Dinoko	Southern
Vietnamese	Tiếng Việt	Latin (Vietnamese alphabet), Vietnamese Braille, Chữ Nôm (historical)		Viet (Kinh), Gin	L1: 86.130550 million (2019–2023)		vie	vie	viet1252	Vietnamese language	https://en.wikipedia.org/wiki/Vietnamese_language	Vietnam	Latin (Vietnamese alphabet);;Vietnamese Braille;;Chữ Nôm (historical)	Viet–Mường
Vietnamese sign languages			Vietnam						viet1253	Vietnamese sign languages	https://en.wikipedia.org/wiki/Vietnamese_sign_languages			
Waray	Winaray, Samareño, Lineyte-Samarnon, Binisayâ nga Winaray, Binisayâ nga Samar-Leyte	Latin; , Historically Baybayin	Eastern Visayas, some parts of Masbate, southern part of Sorsogon, and Gibusong Island of Mindanao	Waray	3.56 million		war	war	wara1300	Waray language	https://en.wikipedia.org/wiki/Waray_language	Philippines	Latin;;Historically Baybayin	Warayan
Weenhayek	Weenhayek		Tarija Department (Bolivia), Salta Province (Argentina)	Wichí	1910			mtp	wich1262	Wichí Lhamtés Nocten	https://en.wikipedia.org/wiki/Wichí_Lhamtés_Nocten	Bolivia;;Argentina		Wichi languages
Welsh	Cymraeg, y Gymraeg		United Kingdom (Wales, England), Argentina (Chubut Province)		*Wales: 538, 300 (2021), (17.8% of the population of Wales at the 2021 census, including both L1 and L2 speakers) *England: 110, 000 (2007, estimated) *Argentina: 1, 500–5, 000 *Canada: <3, 885 (L1) (2011) *United States: 2, 003 *Australia: 1, 737	cy		cym	wels1247	Welsh language	https://en.wikipedia.org/wiki/Welsh_language			Western Brittonic
Western Neo-Aramaic	ܣܪܝܘܢ (ܐܰܪܳܡܰܝ),	Maalouli square script, Syriac alphabet, Phoenician alphabet, Arabic alphabet	Maaloula, Bakhʽa and Jubb'adin villages, Qalamoun Mountains, Damascus	Aramean	30, 440			amw	west2763	Western Neo-Aramaic	https://en.wikipedia.org/wiki/Western_Neo-Aramaic	Syria	Maalouli square script;;Syriac alphabet;;Phoenician alphabet;;Arabic alphabet	Damascene Aramaic
Wichi										Wichí	https://en.wikipedia.org/wiki/Wichí			
Wolof	Wolof làkk, وࣷلࣷفْ لࣵکّ	Latin (Wolof alphabet), Arabic (Wolofal), Garay script	Senegambia	Wolof	L1: 8.214320 million	wo	wol		wolo1247	Wolof language	https://en.wikipedia.org/wiki/Wolof_language	Senegal;;Gambia;;Mauritania	Latin (Wolof alphabet);;Arabic (Wolofal);;Garay script	Fula–Wolof
Wuqiu dialect	/ 莆田話		Putian, Fujian		?				puti1238	Putian dialect	https://en.wikipedia.org/wiki/Putian_dialect	Southern China		Pu–Xian Min
Xhosa	isiXhosa	Latin (Xhosa alphabet), Xhosa Braille, Ditema tsa Dinoko	eastern Eastern Cape; scattered communities elsewhere	AmaXhosa	8 million	xh	xho	xho	xhos1239	Xhosa language	https://en.wikipedia.org/wiki/Xhosa_language	South Africa;;Lesotho	Latin (Xhosa alphabet);;Xhosa Braille;;Ditema tsa Dinoko	Zunda
Xinca			Guatemala	16, 200 Xinca people (2003 census)				xin	xinc1237	Xincan languages	https://en.wikipedia.org/wiki/Xincan_languages			
Yakan	| states = Philippines	Latin, Jawi	Basilan	Yakan	110, 000			yka	yaka1277	Yakan language	https://en.wikipedia.org/wiki/Yakan_language		Latin;;Jawi	Sama-Bajaw
Yaminawa										Yaminawá	https://en.wikipedia.org/wiki/Yaminawá			
Yapese	Thiin nu Waqaab	Latin script	Island of Yap	Yapese	5, 130		yap	yap	yape1248	Yapese language	https://en.wikipedia.org/wiki/Yapese_language	Federated States of Micronesia	Latin script	Admiralty Islands?
Yiddish	ייִדיש, יידיש, אידיש, yidish, idish	Hebrew alphabet (Yiddish orthography), occasionally Latin alphabet	Europe, Israel, North America, South America, other regions with Jewish populations	Ashkenazi Jews	≤ 600, 000	yi	yid	yid	east2295	Yiddish	https://en.wikipedia.org/wiki/Yiddish	Central;;Eastern;;Western Europe	Hebrew alphabet (Yiddish orthography);;occasionally Latin alphabet	High German
Yoruba	Èdè Yorùbá	Latin (Yoruba alphabet), Arabic (Anjemi), Oduduwa script, Yoruba Braille	Yorubaland	Yoruba	L1: 47.858670 million	yo	yor	yor	yoru1245	Yoruba language	https://en.wikipedia.org/wiki/Yoruba_language	BeninNigeriaTogo	Latin (Yoruba alphabet);;Arabic (Anjemi);;Oduduwa script;;Yoruba Braille	Edekiri
